代码	名称	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收帐款(亿)	预收账款(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	调整后净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
300703	创源股份	20201109	20170919	          1.84	--  	--  	13.00	7.06	          0.17	44.33	8.48	3.09	0.33	5.66	3.15	1.67	2.49	--  	2.89	8.24	5.41	0.65	0.02	0.67	0.53	0.48	0.34	2.21	0.07	0.31	10265.00	         10119	11.11万	-50.21	14.43	          2.84	286.94	2.45	2.71	0.260㈢	          3.86	3.86	          1.57	          1.20	          0.04	         54.34	   6.74㈢	         34.34	          7.93	          5.78	0.37	2035	300703	--  	--  	--  	
300705	九典制药	20201030	20171010	          2.35	--  	--  	10.56	8.09	--  	23.39	4.46	5.17	0.51	1.30	1.04	1.48	1.55	--  	2.79	6.57	1.64	0.60	0.00	0.59	0.55	0.55	0.45	2.61	0.96	-0.23	9617.00	         10368	25.92万	45.77	-0.40	          7.26	60.88	8.93	0.14	0.240㈢	          3.45	0.00	          1.19	          1.11	          0.41	         76.61	   6.82㈢	         75.09	          9.17	          8.40	0.60	1123	300705	--  	--  	--  	
300706	阿石创	20201202	20170926	          1.41	--  	--  	9.72	4.41	          0.65	47.90	4.69	3.17	0.34	3.95	1.03	2.11	1.23	--  	1.70	2.34	1.86	0.01	-0.00	0.01	0.02	0.03	0.01	1.16	0.01	-0.06	26235.00	          2597	7.08万	-75.87	-3.69	          8.73	3099.75	16.47	0.11	0.020㈢	          3.12	0.00	          1.20	          0.82	          0.01	         45.37	   0.79㈢	         20.35	          0.59	          1.49	0.12	269	300706	--  	--  	--  	
300707	威唐工业	20201110	20171010	          1.57	--  	--  	9.16	6.80	          0.08	24.79	5.57	2.42	0.55	2.09	2.07	1.86	1.43	0.00	2.41	4.18	2.40	0.43	0.01	0.43	0.36	0.37	0.34	2.50	0.33	-0.23	16890.00	          4529	8.22万	29.84	44.32	          4.19	87.71	6.83	0.22	0.230㈢	          4.33	0.00	          1.54	          1.59	          0.21	         74.28	   5.37㈢	         42.62	         10.30	          8.74	0.15	808	300707	--  	--  	--  	
300708	聚灿光电	20201202	20171016	          2.60	--  	--  	25.20	7.57	--  	69.94	13.03	9.26	0.44	13.03	2.01	1.76	4.00	0.12	2.86	10.06	8.81	0.16	0.00	0.16	0.16	0.16	-0.42	1.84	3.46	-0.21	44585.00	          2197	6.35万	15.73	27.66	          9.94	21.78	7.48	0.07	0.060㈢	          2.91	0.00	          1.10	          0.71	          1.33	         30.06	   2.17㈢	         12.43	          1.57	          1.64	0.42	1058	300708	--  	--  	--  	
300709	精研科技	20201117	20171019	          1.16	--  	--  	24.94	15.04	--  	39.71	14.66	7.55	0.83	9.70	3.11	3.59	5.66	0.05	8.66	11.14	7.93	0.93	0.15	0.96	0.87	0.87	0.67	4.79	0.41	-1.60	13797.00	          5408	30.39万	-15.14	8.14	          4.32	157.52	5.83	0.40	0.750㈢	         13.02	13.02	          7.49	          4.14	          0.36	         60.29	   5.78㈢	         28.81	          8.38	          7.80	1.07	2830	300709	--  	--  	--  	
300710	万隆光电	20201027	20171019	          0.69	--  	--  	9.62	5.88	          0.83	30.22	6.83	0.49	0.20	2.81	0.81	1.17	3.42	0.06	3.30	3.77	2.79	0.02	0.03	0.02	0.03	0.04	0.01	1.66	-0.54	0.05	6577.00	          5097	17.81万	-78.55	30.82	          4.08	-44.18	6.36	0.11	0.062㈢	          8.57	0.00	          4.81	          2.42	         -0.79	         61.12	   0.73㈢	         26.06	          0.47	          1.13	0.37	978	300710	--  	--  	--  	
300711	广哈通信	20201103	20171101	          2.08	--  	--  	7.39	5.66	--  	23.36	6.63	0.56	0.08	1.71	3.06	1.52	1.72	--  	1.92	1.17	0.47	-0.04	0.00	-0.02	-0.02	-0.02	-0.04	1.41	0.07	-0.11	22544.00	          3147	6.94万	92.18	13.31	          8.08	645.54	39.14	0.11	-0.009㈢	          2.73	0.00	          0.93	          0.68	          0.03	         76.64	  -0.32㈢	         59.69	         -3.67	         -1.53	0.27	389	300711	--  	--  	--  	
300712	永福股份	20201030	20171031	          1.82	--  	--  	24.55	10.10	          0.12	58.40	21.17	2.30	0.29	14.31	5.08	1.43	7.82	0.15	4.66	6.67	5.01	0.41	-0.01	0.41	0.33	0.37	0.28	3.26	1.16	2.48	13888.00	          5652	12.54万	-26.82	-20.10	          4.00	34.72	6.05	0.45	0.204㈢	          5.54	0.00	          2.56	          1.79	          0.64	         41.12	   3.68㈢	         24.98	          6.18	          5.56	0.26	963	300712	--  	--  	--  	
300713	英可瑞	20201202	20171101	          1.43	--  	--  	9.78	7.04	          0.27	25.21	6.50	0.58	0.96	2.29	1.67	1.28	1.95	--  	3.58	1.70	1.09	0.00	0.01	-0.00	0.03	0.08	0.03	1.78	0.24	-1.14	22627.00	          1852	4.97万	47.53	-12.12	          5.47	160.83	22.60	0.00	0.054㈢	          4.91	0.00	          2.50	          1.24	          0.17	         71.99	   1.10㈢	         35.86	          0.27	          4.56	0.35	511	300713	--  	--  	--  	
300715	凯伦股份	20201203	20171026	          1.71	--  	--  	29.29	12.17	--  	58.44	22.17	2.72	0.98	15.68	2.39	2.45	7.43	--  	6.15	12.98	7.35	2.05	-0.00	2.03	1.72	1.72	1.64	4.18	-3.95	-6.43	6486.00	         11524	46.07万	141.44	88.13	          5.61	-17.31	5.26	0.25	1.010㈢	          7.12	0.00	          3.60	          2.44	         -2.31	         41.56	  14.11㈢	         43.36	         15.78	         13.23	0.64	921	300715	--  	--  	--  	
300716	国立科技	20201110	20171109	          1.60	--  	--  	21.27	6.50	          1.00	64.77	12.20	6.06	0.47	11.02	1.92	2.91	4.89	--  	4.55	17.70	16.86	-2.23	-0.03	-2.21	-2.23	-1.86	-1.88	0.12	-0.86	-0.56	11186.00	          6189	5.99万	-744.90	1.34	          2.38	-17.94	0.88	0.30	-1.160㈢	          4.06	0.00	          2.84	          0.08	         -0.54	         30.54	 -28.56㈢	          4.71	        -12.60	        -10.49	0.40	3976	300716	--  	--  	--  	
300717	华信新材	20201207	20171106	          1.02	--  	--  	6.42	5.90	--  	8.03	3.01	2.11	0.25	0.35	1.05	0.44	1.09	--  	2.38	1.83	1.30	0.30	0.00	0.31	0.26	0.26	0.24	2.22	0.43	-0.32	11251.00	          3777	8.31万	-31.58	-19.99	          3.82	52.32	12.32	0.91	0.250㈢	          5.77	0.00	          2.32	          2.17	          0.42	         91.97	   4.38㈢	         29.03	         16.58	         14.14	0.06	400	300717	--  	--  	--  	
300718	长盛轴承	20201209	20171106	          1.98	--  	--  	14.50	12.45	          0.56	10.24	8.96	4.42	0.40	1.24	0.32	0.92	1.41	--  	4.11	4.43	2.73	1.22	0.24	1.22	1.03	1.02	0.78	5.60	0.66	-0.02	13613.00	          4408	8.40万	15.32	-0.87	          3.03	57.24	8.52	1.15	0.510㈢	          6.29	0.00	          2.07	          2.83	          0.33	         85.87	   8.19㈢	         38.27	         27.53	         23.02	0.23	793	300718	--  	--  	--  	
300719	安达维尔	20201209	20171109	          2.54	--  	--  	13.23	9.86	--  	25.45	11.80	1.21	0.11	3.32	1.76	2.68	5.44	--  	4.54	3.27	1.75	0.33	-0.01	0.32	0.30	0.30	0.30	2.53	-0.55	-1.29	41955.00	          2676	5.27万	-4.32	5.57	          5.07	-90.25	15.31	0.51	0.119㈢	          3.88	0.00	          1.79	          0.99	         -0.22	         74.55	   3.06㈢	         46.43	         10.16	          9.25	0.47	628	300719	--  	--  	--  	
300720	海川智能	20201105	20171106	          1.08	--  	--  	5.71	5.06	--  	11.37	4.48	0.87	0.18	0.65	1.26	1.01	0.12	--  	1.51	1.38	0.51	0.57	0.03	0.56	0.50	0.50	0.47	2.16	0.51	-0.91	6533.00	          6093	17.43万	59.37	17.88	          6.10	60.94	22.35	0.70	0.460㈢	          4.69	0.00	          1.39	          2.00	          0.47	         88.63	   9.78㈢	         62.92	         41.56	         35.81	0.10	495	300720	--  	--  	--  	
300721	怡达股份	20201203	20171115	          0.80	--  	--  	21.40	8.39	          0.54	58.27	6.09	3.41	1.61	9.67	2.15	1.47	1.00	--  	5.40	7.33	6.46	-0.08	0.00	-0.09	-0.05	-0.05	-0.07	1.93	0.03	0.83	8343.00	          8033	25.62万	-150.38	4.01	          3.05	933.75	3.50	0.16	-0.060㈢	         10.45	0.00	          6.73	          2.40	          0.03	         39.22	  -0.58㈢	         11.80	         -1.08	         -0.66	0.14	739	300721	--  	--  	--  	
300722	新余国科	20201201	20171110	          1.46	--  	--  	5.24	4.44	          0.01	15.08	2.80	1.91	0.34	0.52	0.65	0.69	0.93	--  	1.39	1.56	0.85	0.26	0.01	0.26	0.23	0.23	0.21	1.27	0.07	-0.61	31053.00	          1289	8.26万	6.41	5.04	         21.01	1275.77	59.93	0.30	0.160㈢	          3.05	0.00	          0.95	          0.87	          0.05	         84.71	   5.20㈢	         45.37	         16.84	         14.83	0.19	608	300722	--  	--  	--  	
300723	一品红	20201201	20171116	          1.61	--  	--  	21.05	14.64	          0.11	29.91	12.91	1.67	3.03	5.66	4.33	0.96	1.81	0.17	6.61	11.94	2.17	2.46	0.07	2.46	1.96	1.97	1.48	7.55	1.30	-2.77	10192.00	          4355	18.29万	17.19	0.25	          4.62	51.78	5.66	0.47	1.222㈢	          9.10	0.00	          4.11	          4.69	          0.81	         69.55	  13.43㈢	         81.81	         20.57	         16.46	0.66	913	300723	--  	--  	--  	
300724	捷佳伟创	20201201	20180810	          3.21	--  	--  	81.35	29.56	          0.01	63.65	76.61	2.48	0.28	51.36	16.49	32.56	16.51	--  	11.80	30.84	22.50	5.06	-0.09	5.07	4.44	4.51	4.11	13.90	5.75	3.88	10948.00	         13845	186.67万	32.18	70.94	         14.65	75.34	14.04	0.13	1.400㈢	          9.20	0.00	          3.67	          4.33	          1.79	         36.33	  15.24㈢	         27.04	         16.42	         14.61	1.10	2143	300724	--  	--  	--  	
300725	药石科技	20201202	20171110	          1.45	--  	--  	13.57	9.01	--  	33.64	8.42	1.26	0.34	4.47	3.50	3.46	0.88	--  	3.79	7.25	3.92	1.60	0.04	1.67	1.42	1.42	1.35	4.18	1.72	2.05	9850.00	          9046	108.55万	21.21	56.28	         19.34	101.51	24.02	0.12	0.980㈢	          6.20	6.20	          2.61	          2.88	          1.18	         66.36	  15.80㈢	         45.90	         22.03	         19.62	0.58	652	300725	--  	--  	--  	
300726	宏达电子	20201120	20171121	          4.00	--  	--  	24.21	19.68	          0.67	15.94	19.85	2.18	0.31	3.60	0.65	4.81	9.45	--  	6.67	9.37	3.02	4.27	0.01	4.27	3.60	3.36	3.05	8.10	0.21	-1.74	19953.00	          5545	31.87万	39.99	49.03	         11.68	1079.84	24.53	0.52	0.841㈢	          4.92	0.00	          1.67	          2.03	          0.05	         81.30	  17.09㈢	         67.81	         45.59	         35.90	0.45	1299	300726	--  	--  	--  	
300727	润禾材料	20201207	20171127	          1.27	--  	--  	7.90	5.87	--  	25.77	4.41	2.11	0.51	1.95	1.31	0.67	1.83	--  	2.21	4.73	3.42	0.52	0.00	0.51	0.43	0.43	0.42	1.95	0.42	-0.23	27026.00	          1441	5.36万	-4.11	3.04	          8.04	112.10	9.98	0.43	0.340㈢	          4.62	0.00	          1.74	          1.53	          0.33	         74.23	   7.38㈢	         27.69	         11.00	          9.17	0.19	412	300727	--  	--  	--  	
300729	乐歌股份	20201202	20171201	          1.39	--  	--  	24.01	9.53	          0.01	60.28	18.82	3.11	0.54	11.88	8.09	4.17	1.44	--  	2.98	12.19	6.35	1.67	0.02	1.68	1.61	1.61	1.42	4.78	1.29	0.88	8714.00	          5802	25.98万	320.08	73.05	          6.53	48.22	5.10	0.42	1.160㈢	          6.86	0.00	          2.15	          3.44	          0.93	         39.69	  16.94㈢	         47.94	         13.67	         13.24	0.46	1812	300729	--  	--  	--  	
300730	科创信息	20201204	20171205	          1.59	--  	--  	6.40	4.13	          0.08	34.14	4.98	0.68	0.12	1.94	0.76	1.59	1.73	--  	0.91	1.87	1.32	-0.09	0.00	-0.09	-0.09	-0.09	-0.11	1.47	-0.85	-1.05	22567.00	          3385	4.89万	-2429.42	-3.48	          5.57	-26.92	12.33	0.41	-0.057㈢	          2.59	0.00	          0.57	          0.92	         -0.54	         64.56	  -2.21㈢	         29.19	         -4.84	         -4.89	0.26	1123	300730	--  	--  	--  	
300731	科创新源	20201207	20171208	          1.26	--  	--  	7.44	6.13	          0.08	16.54	4.71	0.49	0.03	1.17	1.14	0.49	0.64	--  	3.54	2.28	1.08	0.36	-0.01	0.37	0.33	0.32	0.27	1.28	0.11	-1.03	7501.00	          8797	20.68万	-38.97	-2.95	          4.83	270.88	13.02	0.42	0.250㈢	          4.87	0.00	          2.81	          1.01	          0.09	         82.41	   5.21㈢	         52.50	         15.93	         14.05	0.16	421	300731	--  	--  	--  	
300732	设研院	20201023	20171212	          2.30	--  	--  	47.90	22.59	          0.82	51.13	37.17	3.65	0.94	16.74	6.68	6.38	15.76	--  	11.35	10.32	6.06	1.91	0.05	1.90	1.59	1.57	1.45	8.71	-0.47	1.36	14181.00	          7938	11.45万	2.79	21.47	          1.47	-71.02	3.21	1.71	0.680㈢	          9.84	0.00	          4.94	          3.79	         -0.20	         47.16	   6.95㈢	         41.29	         18.47	         15.20	0.55	2090	300732	--  	--  	--  	
300733	西菱动力	20201030	20180116	          1.60	--  	--  	16.26	11.33	          0.05	30.01	5.86	5.42	0.73	4.82	0.95	1.73	1.68	--  	6.03	3.42	2.78	0.12	0.00	0.11	0.08	0.08	0.07	3.43	0.19	-0.63	13446.00	          5045	10.98万	-43.12	-2.33	          3.07	187.01	10.18	0.46	0.050㈢	          7.08	0.00	          3.77	          2.14	          0.12	         69.67	   0.75㈢	         18.79	          3.43	          2.47	0.15	1825	300733	--  	--  	--  	
300735	光弘科技	20201029	20171229	          7.75	--  	--  	48.35	42.36	          0.16	12.07	32.74	11.94	0.80	5.15	7.30	0.51	4.43	--  	27.02	17.74	12.69	3.22	0.29	3.26	2.77	2.92	2.57	8.24	3.74	2.12	40879.00	          8795	12.31万	-4.45	14.58	          2.56	29.01	6.11	1.53	0.400㈢	          5.47	0.00	          3.49	          1.06	          0.48	         87.60	   6.90㈢	         28.51	         18.17	         16.47	0.66	8719	300735	--  	--  	--  	
300736	百邦科技	20201029	20180109	          1.30	--  	--  	3.02	2.46	         -0.00	18.64	2.41	0.05	0.11	0.56	1.48	0.14	0.26	0.19	1.59	3.39	3.03	-0.35	0.01	-0.35	-0.27	-0.27	-0.29	-0.47	-0.37	-0.49	9752.00	          5041	5.35万	-14.65	71.56	          5.64	-37.06	4.08	0.00	-0.200㈢	          1.88	1.88	          1.22	         -0.36	         -0.29	         81.38	 -10.81㈢	         10.72	        -10.26	         -7.83	0.04	995	300736	--  	--  	--  	
300737	科顺股份	20201201	20180125	          6.09	--  	--  	74.75	38.08	--  	49.05	55.56	8.19	1.48	33.60	11.44	3.77	26.52	--  	18.61	43.36	26.17	7.04	-0.18	7.04	5.75	5.75	5.81	13.36	-0.41	-0.10	27990.00	         10668	21.10万	113.22	30.34	          3.16	-292.50	2.78	0.00	0.960㈢	          6.26	0.00	          3.06	          2.20	         -0.07	         50.95	  15.09㈢	         39.63	         16.23	         13.25	1.78	2913	300737	--  	--  	--  	
300738	奥飞数据	20201118	20180119	          2.12	--  	--  	26.15	7.93	          0.04	69.55	7.13	8.52	0.71	13.13	1.74	1.36	2.57	--  	1.86	5.93	4.23	1.38	0.40	1.38	1.22	1.20	0.78	3.81	1.21	-0.05	32424.00	          3298	11.97万	53.35	-19.51	          9.15	63.65	12.99	0.15	0.600㈢	          3.97	3.97	          0.88	          1.80	          0.57	         30.30	  15.11㈢	         28.71	         23.34	         20.20	0.15	224	300738	--  	--  	--  	
300739	明阳电路	20201027	20180201	          2.79	--  	--  	19.35	13.74	         -0.00	28.97	11.90	5.65	0.23	4.88	1.92	1.48	2.49	--  	7.37	9.61	6.72	1.28	0.15	1.29	1.10	1.10	0.85	3.43	1.28	0.34	19465.00	          3606	7.64万	7.16	13.29	          4.30	46.04	6.15	1.03	0.400㈢	          4.92	0.00	          2.64	          1.23	          0.46	         71.03	   7.99㈢	         30.12	         13.37	         11.42	0.39	2092	300739	--  	--  	--  	
300740	御家汇	20201124	20180208	          4.11	--  	--  	21.85	12.91	         -0.03	41.04	16.94	1.05	0.72	8.76	4.45	8.16	2.34	--  	6.31	23.41	10.80	0.79	0.03	0.78	0.70	0.72	0.68	4.49	0.40	0.93	23000.00	          7762	11.80万	862.76	48.53	          4.84	154.75	2.67	0.00	0.190㈢	          3.14	0.00	          1.54	          1.09	          0.10	         59.10	   5.60㈢	         53.87	          3.38	          3.09	0.33	1622	300740	--  	--  	--  	
300741	华宝股份	20201028	20180301	          6.16	--  	--  	79.69	73.81	          1.26	5.81	62.08	2.83	0.62	4.15	45.29	4.47	5.03	--  	46.32	14.43	3.46	9.78	0.00	9.77	8.35	8.20	7.23	18.01	8.05	11.33	19265.00	          6015	34.50万	-1.60	-3.65	          4.79	43.87	24.48	3.45	1.330㈢	         11.98	0.00	          7.52	          2.92	          1.31	         92.62	  11.11㈢	         75.99	         67.80	         56.81	1.02	952	300741	--  	--  	--  	
300742	越博动力	20201028	20180508	          0.78	--  	--  	16.69	3.58	          0.36	76.34	11.41	2.53	0.63	12.26	0.48	2.74	6.89	0.01	8.90	2.79	2.30	0.02	0.00	0.02	0.04	0.04	-0.33	-6.31	-1.32	-0.23	11462.00	          3357	9.11万	105.90	14.06	          5.95	-16.19	7.64	0.00	0.050㈢	          4.56	0.00	         11.34	         -8.04	         -1.68	         21.48	   1.25㈢	         17.52	          0.55	          1.61	0.22	464	300742	--  	--  	--  	
300743	天地数码	20201028	20180427	          0.99	--  	--  	5.34	3.92	          0.00	26.58	3.78	1.14	0.23	1.38	0.89	0.91	0.80	--  	1.67	2.92	2.06	0.18	0.01	0.18	0.15	0.15	0.08	1.07	0.37	0.04	11959.00	          3807	6.57万	-38.45	-1.45	          4.35	46.33	5.85	1.15	0.150㈢	          3.96	0.00	          1.69	          1.08	          0.37	         73.41	   3.78㈢	         29.50	          6.08	          5.07	0.10	540	300743	--  	--  	--  	
300745	欣锐科技	20201203	20180523	          1.15	--  	--  	14.52	9.62	--  	33.72	10.97	1.15	0.87	4.51	1.36	2.75	2.71	--  	6.06	2.26	2.23	-1.50	0.02	-1.50	-1.32	-1.32	-1.45	2.01	-1.28	0.12	17470.00	          3348	7.24万	-716.48	-47.06	          2.57	-19.38	10.98	0.12	-1.150㈢	          8.40	8.40	          5.29	          1.75	         -1.12	         66.28	 -13.72㈢	          1.28	        -66.54	        -58.47	0.51	994	300745	--  	--  	--  	
300746	汉嘉设计	20201029	20180525	          2.26	--  	--  	19.35	12.19	          0.49	34.44	9.04	2.36	0.14	4.91	1.69	0.00	4.43	--  	4.83	13.56	11.50	0.73	0.00	0.72	0.63	0.59	0.43	4.42	0.67	0.26	16177.00	          4478	5.87万	24.76	94.32	          2.43	44.08	2.18	1.14	0.260㈢	          5.40	0.00	          2.14	          1.96	          0.30	         63.02	   4.82㈢	         15.23	          5.35	          4.33	0.43	2199	300746	--  	--  	--  	
300747	锐科激光	20201123	20180625	          2.88	--  	--  	36.58	24.49	          0.98	30.36	29.77	4.17	0.67	10.33	7.21	8.98	8.01	--  	10.65	14.33	10.32	2.20	0.13	2.20	1.93	1.80	1.61	10.00	-2.71	3.85	18536.00	          6616	49.29万	-35.80	1.04	          8.76	-79.17	14.98	0.12	0.624㈢	          8.50	0.00	          3.70	          3.47	         -0.94	         66.96	   7.34㈢	         27.99	         15.37	         12.55	0.92	2076	300747	--  	--  	--  	
300748	金力永磁	20201030	20180921	          4.16	--  	--  	31.71	14.51	          0.00	54.22	25.31	4.66	0.34	10.28	5.54	8.44	8.02	--  	4.49	16.16	12.42	1.70	0.03	1.67	1.53	1.53	1.42	4.69	-1.53	-1.97	58720.00	          2619	9.97万	43.39	38.20	         11.79	-103.38	9.80	0.29	0.370㈢	          3.23	3.23	          1.08	          1.13	         -0.37	         45.78	  10.52㈢	         23.15	         10.52	          9.45	0.70	2189	300748	--  	--  	--  	
300749	顶固集创	20201030	20180925	          2.05	--  	--  	13.13	7.84	--  	40.29	8.00	2.24	0.81	5.05	1.75	1.73	1.74	--  	2.51	5.54	3.52	0.13	0.03	0.13	0.10	0.10	0.05	2.89	-0.78	-1.50	9009.00	          9576	9.82万	-80.38	-7.48	          2.69	-27.00	3.80	0.78	0.050㈢	          3.82	0.00	          1.22	          1.41	         -0.38	         59.71	   1.32㈢	         36.45	          2.40	          1.88	0.30	1938	300749	--  	--  	--  	
300750	宁德时代	20201028	20180611	         23.29	--  	--  	1377.69	613.56	         52.25	51.67	1017.40	171.98	24.70	405.42	664.37	93.47	89.88	--  	412.68	315.22	228.83	44.28	-3.44	44.34	36.82	33.57	25.67	164.78	103.06	372.94	131130.00	          8211	218.88万	-3.10	-4.06	         10.12	60.25	19.70	0.08	1.520㈢	         26.34	0.00	         17.72	          7.07	          4.42	         44.54	   5.47㈢	         27.41	         14.05	         10.65	21.20	26775	300750	--  	--  	--  	
300751	迈为股份	20201207	20181109	          0.52	--  	--  	41.15	15.93	         -0.15	61.66	37.40	1.73	0.39	24.30	4.24	18.78	6.64	--  	7.34	16.15	10.55	2.65	0.00	3.27	2.63	2.74	2.22	7.45	-0.88	-2.69	5355.00	          4158	254.03万	49.47	57.99	         19.95	-359.94	19.68	0.16	5.280㈢	         30.63	0.00	         14.11	         14.34	         -1.70	         38.71	  17.23㈢	         34.64	         16.44	         16.99	1.03	1254	300751	--  	--  	--  	
300752	隆利科技	20201207	20181130	          1.20	--  	--  	21.34	8.66	--  	59.43	16.03	3.27	0.15	12.43	3.76	3.71	5.79	0.01	4.42	15.14	13.10	0.48	0.03	0.48	0.46	0.46	0.18	3.09	0.85	-0.70	10537.00	          3138	15.93万	-34.68	27.52	          7.02	71.60	4.01	0.29	0.380㈢	          7.23	0.00	          3.70	          2.58	          0.71	         40.57	   5.32㈢	         13.50	          3.15	          3.04	0.78	3559	300752	--  	--  	--  	
